nummer,naam,"ligging type 1","ligging nummer 1","ligging omschrijving 1","ligging hectometrering 1","ligging type 2","ligging nummer 2","ligging omschrijving 2","ligging hectometrering 2","ligging type 3","ligging nummer 3","ligging omschrijving 3","ligging hectometrering 3",thema,subthema,"eigenaar organisatie","eigenaar contactpersoon","eigenaar telefoon 1","eigenaar telefoon 2","in gedeeld beheer met organisatie","in gedeeld beheer met contactpersoon","in gedeeld beheer met telefoon 1","in gedeeld beheer met telefoon 2","beheerder organisatie","beheerder contactpersoon","beheerder telefoon 1","beheerder telefoon 2","beheerder email","geinspecteerd door",plaats,gebied,"dichtstbijzijnde hoogte markering",topcode,"gps coordinaten","rds coordinaten",opmerking,conditiescore,"laatste inspectiejaar","komende inspectiejaar","benodigd materieel","toelichting opmerkingveld","bgt nummer","bgt classificatie","imgeo classificatie","nen2767 beheerobject","Object Conditie","crow nummer","crow naam","crow info",verhardingssoort,"verhardings functie",verkeersfunctie,"wegcategorie lvvp","totale breedte","totale lengte","aantal rijbanen",peiljaar,"dichtstbijzijnde hoogtemerk",status,"volgende groot onderhoud in",id,breedte2,Wegvak,Wegnummer,Bebouwde_kom,Metrering,"Jaar conservering","Jaar deklaag","Jaar herstrating",Situering,Constructie,"Jaar aanleg",Onderhoudsproject,Wegvaknum,Lengte_Oppervlakte,objectBeginTijd,objectEindTijd,lokaalID,tijdstipRegistratie,eindRegistratie,LV-publicatiedatum,bronhouder,inOnderzoek,relatieveHoogteligging,bgt-status,plus-status,bgt-functie,bgt-fysiekVoorkomen,plus-functie,wegdeelOpTalud,ondersteunendWegdeelOpTalud,onbegroeidTerreindeelOpTalud,plus-fysiekVoorkomen,begroeidTerreindeelOpTalud,bgt-type,plus-type,identificatieBAG,nummeraanduidingreeks,typeOverbruggingsdeel,hoortBijTypeOverbrugging,overbruggingIsBeweegbaar,identificatieBAG_OPR,openbareRuimteNaam,openbareRuimteType,nauwkeurigheid,datumInwinning,inwinnendeInstantie,inwinningsmethode,bgt-classification,hectometeraanduiding,wijk,buurtcode,naamEnIdOpenbareRuimte,stadsdeel,wijkcode,creationDate,terminationDate,namespace,Objecttypegroep_IMBOR,Objecttype_IMBOR,Type_IMBOR,Typeplus_IMBOR,Typeplus2_IMBOR,Wegfunctiegroep_IMBOR,Wegfunctie_IMBOR,"Soort conservering","Type onderdeel",Gebruikersfunctie,Ondergrond2,Belang,Besteknummer,"Administratieve breedte","Soort verharding_N","Soort deklaag specifiek",Risicogetal,Actie,"Inspectie Rafeling","Inspectie Scheurvorming","Berekende lengte/oppervlakte"
VV-N351-5059,parallelweg-174,,,,,,,,,,,,,Verhardingen,parallelweg,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.075306102296 52.906616068441,6.075540768426 52.906763579872,6.075770574932 52.906902572539,6.075798012435 52.906918482454,6.075756285109 52.906944613797,6.07573502735 52.906932235941,6.07550229153 52.906791292014,6.075263543773 52.906641332698,6.075018737673 52.906478458002,6.074814986302 52.906340032737,6.074747050626 52.906291437646,6.074791259988 52.906267179556,6.074859182653 52.906315891524,6.075065698232 52.906456170017,6.075201898114 52.906546770664,6.07524729301 52.906576955897,6.075306102296 52.906616068441))","POLYGON((201293.884 546832.947,201309.515 546849.512,201324.828 546865.126,201326.657 546866.914,201323.822 546869.795,201322.405 546868.404,201306.897 546852.571,201290.994 546835.731,201274.697 546817.45,201261.136 546801.916,201256.617 546796.465,201259.617 546793.794,201264.135 546799.258,201277.88 546815,201286.947 546825.169,201289.969 546828.557,201293.884 546832.947))",,,2022,,,,P0021.b77342c495cc401983276517543805ea,,,,,,,,,,,,4,,1x2,,,,,c0e6ff89963906524db944c4d73a2807,,174,N351,"buiten bebouwde kom","17,4",,1990,,links,,1961,N351-PWL-13.3-19.8,174,398.57,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan lokale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Parallelweg,,parallelweg,parallelweg,zand,laag,,4,SMA,"SMA-NL 8A",4,,A+,A+,398.57
VV-N351-49154,"afrit en entree",,,,,,,,,,,,,Verhardingen,"afrit en entree",,,,,,,,,,,,,,,,,,,"POLYGON((6.142801853355 52.938591942718,6.142799006 52.93858986684,6.142829527418 52.938575160278,6.142844722433 52.938567021077,6.14286350627 52.938555677888,6.142866869053 52.938557453943,6.142847761429 52.938568996888,6.142832389647 52.938577236061,6.142801853355 52.938591942718))","POLYGON((205797.503 550436.498,205797.314 550436.265,205799.383 550434.65,205800.414 550433.755,205801.69 550432.506,205801.914 550432.706,205800.616 550433.977,205799.573 550434.883,205797.503 550436.498))",,,,,,,P0021.bf0ba94df10a4d8aa0334ba6904204d3,,,,,,,,,,,,,,,,,,,c4af92ab42cb326c40e4991b337c7bd9,,116,N351,"buiten bebouwde kom","11,6",,,,rechts,,,N351-HRB-08.4-12.1,116,1.74,,,,20191015123901,,,P0021,,0,bestaand,,"rijbaan lokale weg","open verharding",,0,,,betonstraatstenen,,,,,,,,,,,,,,,,wegdeel,,,,,,,2019-10-15,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonstraatstenen,,Wegen,Rijbaan,,"afrit en entree",stroomweg,,,19-43-WB,,elementenverharding,"betonstraatsteen keiformaat",,,A+,A+,1.74
VV-N351-48000,"verkeerseiland of middengeleider",,,,,,,,,,,,,Verhardingen,"verkeerseiland of middengeleider",,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((5.981720872986 52.868052821225,5.981717209483 52.868050979235,5.981714312052 52.868048684091,5.981712316052 52.868046060934,5.981711327144 52.868043235049,5.981711139388 52.868040351251,5.981711947176 52.868037507426,5.981713677726 52.868034811775,5.981716273352 52.868032390401,5.981719631329 52.868030333682,5.981759561154 52.868011505222,5.981769050818 52.868007144302,5.981775368582 52.868004326933,5.981781244769 52.868001799338,5.981786694471 52.867999579418,5.981792234495 52.867997448914,5.981830464911 52.867983607536,5.981838476392 52.867980844627,5.981846563344 52.867978171209,5.981854740862 52.867975605178,5.981863008822 52.867973137551,5.981878734245 52.867968664656,5.981893914629 52.867964517998,5.981901461923 52.867962566202,5.981910505855 52.86796037329,5.981919640598 52.867958305739,5.981929798869 52.867956152204,5.981940935628 52.867953876962,5.981957924072 52.867950548058,5.981966648403 52.867948877965,5.981995791697 52.86794387983,5.982006472759 52.867941948349,5.982009053915 52.867941737771,5.982011612347 52.867942039548,5.982013880147 52.867942810084,5.982015633714 52.867943987586,5.982016663194 52.867945429312,5.982021282835 52.867962957319,5.982021317263 52.867964395021,5.982020712664 52.867965799962,5.982019541696 52.867967054954,5.982017862778 52.86796808781,5.982015793608 52.867968817065,5.981994839676 52.867972120816,5.981963303311 52.867978056513,5.981943781918 52.867981865355,5.981935371015 52.867983650712,5.981931181024 52.867984588246,5.981922921798 52.8679866065,5.981914768355 52.867988759026,5.981894960187 52.867994411565,5.981870451334 52.868001669195,5.981831284819 52.868014382926,5.981824871108 52.868016697521,5.981819803217 52.868018601006,5.981812919328 52.868021286399,5.98180612576 52.868024061209,5.981799423247 52.868026979352,5.981792826027 52.868029995823,5.981785153582 52.868033664697,5.981782232783 52.868035108142,5.981747457374 52.868051843977,5.981743559058 52.868053481014,5.98173914839 52.868054572416,5.98173446211 52.868055054094,5.981729707869 52.868054907042,5.981725123386 52.868054139061,5.981720872986 52.868052821225),(5.981996725794 52.867945951102,5.981967686201 52.867950930747,5.981959006298 52.867952591632,5.981942091979 52.867955911179,5.981930999523 52.867958168227,5.981920885679 52.867960312554,5.981911810213 52.867962370824,5.981902810706 52.867964554527,5.981895307839 52.867966497115,5.981880201336 52.867970616444,5.981864579616 52.867975070849,5.98185635596 52.867977520283,5.981848222747 52.867980068119,5.981840165371 52.867982732403,5.981832198317 52.867985486104,5.981794159967 52.867999254631,5.981788664248 52.868001366941,5.981783244 52.868003568742,5.981777412241 52.868006087128,5.981771123931 52.868008886377,5.981761678449 52.868013220117,5.981721852082 52.868032012115,5.981719009688 52.868033760716,5.981716810113 52.868035820648,5.981715341354 52.868038110592,5.981714676316 52.868040531331,5.981714843352 52.86804298387,5.981715662676 52.868045352278,5.981717326356 52.868047563703,5.981719758308 52.868049483725,5.981722838758 52.868051041046,5.981726403011 52.868052137634,5.981730258145 52.868052783436,5.981734254682 52.868052907305,5.981738199453 52.868052501215,5.981741914507 52.868051584028,5.981745192436 52.868050192724,5.981780056332 52.868033411516,5.981782991858 52.868031959011,5.981790708607 52.868028271943,5.981797350132 52.868025237277,5.98180409695 52.86802230094,5.981810949549 52.868019498876,5.981817907319 52.868016786155,5.981823019515 52.868014864476,5.98182949238 52.868012531613,5.981868836235 52.867999754091,5.981893463518 52.867992468911,5.981913375265 52.867986788895,5.981921587863 52.867984618101,5.981929891393 52.867982581653,5.981934096233 52.867981644045,5.981942551563 52.86797984948,5.981962191508 52.867976022074,5.981993861152 52.867970058752,5.982014622404 52.867966782922,5.982015819112 52.867966327619,5.9820167759 52.867965702765,5.98201744883 52.867964953513,5.982017793966 52.867964125015,5.982017782341 52.867963271336,5.982013194237 52.867945877972,5.982012589481 52.867945090157,5.982011600713 52.867944457031,5.982010332737 52.867944040978,5.982008919813 52.867943886263,5.98200749571 52.867944001205,5.981996725794 52.867945951102)))","MULTIPOLYGON(((195033.1 542485.831,195032.855 542485.624,195032.662 542485.367,195032.53 542485.074,195032.466 542484.759,195032.456 542484.438,195032.513 542484.122,195032.632 542483.823,195032.809 542483.555,195033.037 542483.328,195035.743 542481.255,195036.386 542480.775,195036.814 542480.465,195037.212 542480.187,195037.581 542479.943,195037.956 542479.709,195040.543 542478.19,195041.085 542477.887,195041.632 542477.594,195042.185 542477.313,195042.744 542477.043,195043.807 542476.554,195044.833 542476.101,195045.343 542475.888,195045.954 542475.649,195046.571 542475.424,195047.257 542475.19,195048.009 542474.943,195049.156 542474.582,195049.745 542474.401,195051.712 542473.861,195052.433 542473.652,195052.607 542473.63,195052.779 542473.665,195052.931 542473.752,195053.048 542473.884,195053.116 542474.045,195053.411 542475.998,195053.412 542476.158,195053.37 542476.314,195053.29 542476.453,195053.176 542476.567,195053.036 542476.647,195051.622 542477.003,195049.493 542477.646,195048.175 542478.059,195047.607 542478.253,195047.324 542478.355,195046.766 542478.575,195046.215 542478.81,195044.876 542479.428,195043.219 542480.222,195040.57 542481.615,195040.136 542481.869,195039.793 542482.078,195039.327 542482.373,195038.867 542482.678,195038.413 542482.999,195037.966 542483.331,195037.446 542483.735,195037.248 542483.894,195034.891 542485.737,195034.627 542485.917,195034.329 542486.036,195034.013 542486.087,195033.693 542486.068,195033.385 542485.98,195033.1 542485.831),(195051.773 542474.092,195049.813 542474.63,195049.227 542474.81,195048.085 542475.17,195047.336 542475.415,195046.653 542475.648,195046.04 542475.872,195045.432 542476.11,195044.925 542476.322,195043.904 542476.772,195042.848 542477.259,195042.292 542477.527,195041.742 542477.806,195041.197 542478.098,195040.658 542478.4,195038.084 542479.911,195037.712 542480.143,195037.345 542480.385,195036.95 542480.662,195036.524 542480.97,195035.884 542481.447,195033.185 542483.516,195032.992 542483.709,195032.842 542483.937,195032.741 542484.191,195032.694 542484.46,195032.703 542484.733,195032.756 542484.997,195032.866 542485.244,195033.028 542485.459,195033.234 542485.634,195033.473 542485.758,195033.732 542485.832,195034.001 542485.848,195034.267 542485.805,195034.518 542485.705,195034.74 542485.552,195037.103 542483.704,195037.302 542483.544,195037.825 542483.138,195038.275 542482.804,195038.732 542482.481,195039.196 542482.173,195039.667 542481.875,195040.013 542481.664,195040.451 542481.408,195043.112 542480.008,195044.777 542479.211,195046.123 542478.59,195046.678 542478.353,195047.239 542478.131,195047.523 542478.029,195048.094 542477.834,195049.42 542477.419,195051.558 542476.773,195052.959 542476.42,195053.04 542476.37,195053.105 542476.301,195053.151 542476.218,195053.175 542476.126,195053.175 542476.031,195052.882 542474.093,195052.842 542474.005,195052.776 542473.934,195052.691 542473.887,195052.596 542473.869,195052.5 542473.881,195051.773 542474.092)))",,,,,,,P0021.97f4a257161c49119c6d82dff520a527,,,,,,,,,,,,,,,,,,,c52d109519d63f02bd00418697a65117,,263,N351,"buiten bebouwde kom","26,3",,,,links,,,,263,11.95,,,,20190920092601,,,P0021,,0,bestaand,,verkeerseiland,"open verharding",,,0,,"beton element",,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2019-09-20,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonelement,,Wegondersteuning,,,"verkeerseiland of middengeleider","niet van toepassing",,,,,elementenverharding,betonelementen,,,,,11.95
VV-N351-47447,pechhaven,,,,,,,,,,,,,Verhardingen,pechhaven,,,,,,,,,,,,,,,,,,,"POLYGON((5.893721956184 52.8312093335,5.893678176592 52.831177976051,5.893626279062 52.831141359883,5.893573580817 52.83110478304,5.89352017234 52.831068370951,5.893418910069 52.831001103881,5.893377153989 52.83097403339,5.893327025823 52.830941534492,5.893269062489 52.830905123655,5.893210675521 52.830869280753,5.893166190914 52.830843614715,5.893187545145 52.830854074513,5.893221308974 52.83086881324,5.893283323359 52.830894997965,5.893338797885 52.830917651675,5.893353608827 52.830924283912,5.893367309055 52.830931100598,5.893380885945 52.830938798507,5.893400838569 52.830951223327,5.893501383218 52.831015473917,5.893577226862 52.831064704663,5.893618487423 52.831092532075,5.893624014657 52.831097019938,5.893634413206 52.831107013953,5.893644190254 52.831117154394,5.893667359507 52.831143378124,5.893702268174 52.831186465018,5.893713807871 52.83120145979,5.893721956184 52.8312093335))","POLYGON((189136.291 538340.856,189133.365 538337.346,189129.896 538333.247,189126.373 538329.152,189122.802 538325.075,189116.03 538317.542,189113.237 538314.51,189109.884 538310.87,189106.006 538306.791,189102.099 538302.775,189099.121 538299.898,189100.552 538301.072,189102.816 538302.728,189106.975 538305.671,189110.696 538308.218,189111.689 538308.963,189112.607 538309.728,189113.516 538310.591,189114.851 538311.983,189121.577 538319.18,189126.65 538324.694,189129.409 538327.81,189129.778 538328.312,189130.471 538329.429,189131.122 538330.562,189132.663 538333.491,189134.982 538338.302,189135.748 538339.976,189136.291 538340.856))",,,,,,,P0021.fc85b38262a448e0890fabdf7de4e341,,,,,,,,,,,,,,,,,,,c7c459d9553745f28b1950b58bf447be,,337,N351,"buiten bebouwde kom","33,7",,1993,,links,,,N351-HRB-30.7-35.0,337,119.47,,,,20240219215059,,,P0021,,0,bestaand,,"rijbaan regionale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2017-06-15,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Rijbaan,,pechhaven,gebiedsontsluitingsweg,veen,hoog,,,"AC surf",dichtasfaltbeton,,,A+,A+,119.47
VV-N351-47130,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.097332304743 52.915867884137,6.097321135884 52.915879534401,6.097255013205 52.915857101524,6.097266693747 52.915844918008,6.097332304743 52.915867884137))","POLYGON((202765.602 547876.804,202764.838 547878.093,202760.415 547875.553,202761.214 547874.205,202765.602 547876.804))",,,,,,,P0021.f9f168c22f0c4b3282f1fd240dafc836,,,,,,,,,,,,,,,,,,,c820d96c42b1aea2d66bb9bf5a47c50f,,156,N351,"buiten bebouwde kom","15,6",,,,links,,,N351-PWL-13.3-19.8,156,7.82,,,,20180712134046,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,"gebakken klinkers",,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-06-27,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Straatbaksteen,"Gebakken steen",Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,,,elementenverharding,"straatbaksteen dikformaat",,,A+,A+,7.82
VV-N351-47253,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.070406798742 52.902985021254,6.070401672273 52.902998386844,6.070398969529 52.903002329498,6.070397254992 52.903004837612,6.070351854357 52.902970983997,6.0703545543 52.902969710407,6.070368245805 52.902963251493,6.070378265011 52.902972854838,6.070394766816 52.902975968633,6.070406798742 52.902985021254))","POLYGON((200968.1 546425.768,200967.741 546427.252,200967.555 546427.689,200967.437 546427.967,200964.418 546424.171,200964.601 546424.031,200965.529 546423.321,200966.193 546424.396,200967.3 546424.753,200968.1 546425.768))",,,,,,,P0021.fad0aeb43e0645bb8af2d52de41a59f0,,,,,,,,,,,,,,,,,,,cc240cac90dd5f581f0deac11c9e04dd,,179,N351,"buiten bebouwde kom","17,9",,,,links,,,N351-PWL-13.3-19.8,179,6.98,,,,20180712134046,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,"gebakken klinkers",,,,,,,,,,,,,,,,wegdeel,,,,,,,2017-05-03,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Straatbaksteen,"Gebakken steen",Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,,,elementenverharding,"straatbaksteen dikformaat",,,A+,A+,6.98
VV-N351-4815,"inrit en doorsteek-",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.061190684264 52.89526556532,6.061190654685 52.895265574474,6.061188732059 52.895266169467,6.061187357567 52.89526473037,6.061179203796 52.895256355879,6.061234283906 52.895239590157,6.061243806766 52.895249053291,6.061190684264 52.89526556532))","POLYGON((200356.04 545560.95,200356.038 545560.951,200355.908 545561.016,200355.817 545560.855,200355.277 545559.918,200359.001 545558.087,200359.632 545559.146,200356.04 545560.95))",,,,,,,P0021.220bf851ffce45eca4a8fc69314886b3,,,,,,,,,,,,,,,,,,,cc451c4b1f8f949aeef8fbe2130729f1,,190,N351,"buiten bebouwde kom",19,,,,links,,,N351-HRB-14.9-19.2,190,5.18,,,,20180712134046,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,"gebakken klinkers",,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-18,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Straatbaksteen,"Gebakken steen",Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,hoog,,,elementenverharding,"straatbaksteen dikformaat",,,A+,A+,5.18
VV-N351-5052,parallelweg-181,,,,,,,,,,,,,Verhardingen,parallelweg,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.068699291795 52.901763022098,6.06913574715 52.902075503786,6.069166033802 52.902097186375,6.069120290586 52.902120228988,6.068650984576 52.901784614342,6.06817045948 52.901441036744,6.068162102877 52.901435063337,6.068207091765 52.901412268031,6.068209947305 52.901414300704,6.06826901377 52.901454556561,6.068326466681 52.9014961696,6.068395830798 52.901545811642,6.068699291795 52.901763022098))","POLYGON((200854.499 546288.703,200883.537 546323.752,200885.552 546326.184,200882.45 546328.719,200851.226 546291.075,200819.255 546252.538,200818.699 546251.868,200821.75 546249.36,200821.94 546249.588,200825.872 546254.105,200829.694 546258.772,200834.309 546264.34,200854.499 546288.703))",,,2022,,,,P0021.b558c9067f9a49aaa6c5bc348f4dc16d,,,,,,,,,,,,4,,1x2,,,,,cc5c6a6c0b434126233bdecb12eb3ca4,,181,N351,"buiten bebouwde kom","18,1",,1990,,links,,1961,N351-PWL-13.3-19.8,181,402.64,,,,20180712134046,,,P0021,,0,bestaand,,"rijbaan lokale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Parallelweg,,parallelweg,parallelweg,zand,laag,,4,SMA,"SMA-NL 8A",4,,A+,A+,402.64
VV-N351-5057,parallelweg,,,,,,,,,,,,,Verhardingen,parallelweg,"Provincie Fryslân",,,,,,,,"Provincie Fryslân",,,,,,,,,,"POLYGON((6.073852645637 52.905574487948,6.073860601682 52.90558040934,6.073814442439 52.905603536997,6.07336254294 52.905266088373,6.072866383724 52.904898148831,6.072912543292 52.90487505748,6.072931055524 52.904888763668,6.073009392656 52.904946897814,6.073408338874 52.905242549589,6.073788757733 52.905526057746,6.073852645637 52.905574487948))","POLYGON((201197.203 546716.112,201197.732 546716.776,201194.602 546719.32,201164.556 546681.481,201131.564 546640.221,201134.694 546637.681,201135.925 546639.218,201141.134 546645.737,201167.662 546678.891,201192.956 546710.682,201197.203 546716.112))",,,2022,,,,P0021.e686ef18a3924c96ac4d2ba4ad0f939b,,,,,,,,,,,,4,,1x2,,,,,cf2ad7c215bf0924cee2cf20df8a7849,,176,N351,"buiten bebouwde kom","17,6",,1990,,links,,1961,N351-PWL-13.3-19.8,176,409.42,,,,20210222105817,,,P0021,,0,bestaand,,"rijbaan lokale weg","gesloten verharding",,0,,,asfalt,,,,,,,,,,,,,,,,wegdeel,,,,,,,2016-04-04,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Asfaltverharding,,,Wegen,Parallelweg,,parallelweg,parallelweg,zand,laag,,4,SMA,"SMA-NL 8A",4,,A+,A+,409.42
VV-N351-49149,"inrit en doorsteek",,,,,,,,,,,,,Verhardingen,"inrit en doorsteek",,,,,,,,,,,,,,,,,,,"POLYGON((6.20010387289 52.963224658011,6.200097513043 52.963229994419,6.200059974696 52.963212330424,6.200066183088 52.963207651073,6.20010387289 52.963224658011))","POLYGON((209618.848 553219.392,209618.414 553219.981,209615.914 553217.987,209616.337 553217.471,209618.848 553219.392))",,,,,,,P0021.b2747b2c38f04232a15deae322321425,,,,,,,,,,,,,,,,,,,d1b3d0617845ed4f2334b14c8161e159,,69,N351,"buiten bebouwde kom","6,9",,,,links,,2020,N351-HRB-05.3-07.6,69,2.22,,,,20210115103039,,,P0021,,0,bestaand,,inrit,"open verharding",,0,,,betonstraatstenen,,,,,,,,,,,,,,,,wegdeel,,,,,,,2019-09-16,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonstraatstenen,,Wegen,Inrit,,"inrit en doorsteek","niet van toepassing",,,19-43-WN,,elementenverharding,"betonstraatsteen keiformaat",,,A+,A+,2.22
VV-N351-48062,"verkeerseiland of middengeleider",,,,,,,,,,,,,Verhardingen,"verkeerseiland of middengeleider",,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((5.981932127076 52.868314764179,5.981930922726 52.868315749735,5.981927429131 52.868317663348,5.981923364881 52.868319112497,5.9819188921 52.868320006508,5.981914203591 52.868320326444,5.98190950664 52.868320026339,5.981905024484 52.868319141027,5.981900950661 52.86831770549,5.981790207152 52.868271823222,5.981767266227 52.86826226787,5.981763869145 52.868260361647,5.981761105835 52.868258101783,5.981759111168 52.868255577473,5.981757901095 52.868252869519,5.981757565938 52.868250067336,5.9817582699 52.868247233015,5.981759911601 52.86824455578,5.981762447716 52.868242125715,5.981765746429 52.868240078277,5.98176967495 52.868238477035,5.981774072865 52.868237538471,5.981778701111 52.868237155933,5.98178335179 52.86823733046,5.981787861433 52.868238053879,5.981792036747 52.868239309179,5.981853588403 52.868265126719,5.981926982597 52.868295773954,5.981930675339 52.868297579845,5.981933631586 52.868299829756,5.981935701493 52.868302425582,5.981936779153 52.868305224062,5.981936803455 52.868308099687,5.981935712552 52.868310873032,5.981933728089 52.868313462111,5.981932127076 52.868314764179),(5.981769336689 52.868260541089,5.981792277613 52.86827009644,5.981902991298 52.868315969869,5.98190642352 52.868317183937,5.981910205898 52.868317937936,5.981914159623 52.868318187826,5.981918121224 52.868317925435,5.981921897898 52.868317169696,5.981925341392 52.868315939322,5.98192830443 52.868314324916,5.981930683798 52.868312380911,5.98193237677 52.868310197687,5.981933310076 52.868307847503,5.981933277286 52.868305439229,5.981932354364 52.868303098299,5.981930617149 52.868300941164,5.981928141112 52.868299057313,5.981925031673 52.868297554062,5.981851577711 52.868266880164,5.98179010067 52.868241089211,5.98178656671 52.868240037408,5.98178277157 52.868239436242,5.981778848898 52.868239285046,5.981774962409 52.868239609966,5.981771245382 52.868240383377,5.981767952101 52.868241738811,5.981765198549 52.868243468997,5.981763072848 52.868245501601,5.981761677967 52.868247764217,5.981761086565 52.868250139656,5.981761386275 52.86825251964,5.981762412768 52.868254833094,5.981764120152 52.868256981394,5.981766448292 52.868258910919,5.981769336689 52.868260541089)))","MULTIPOLYGON(((195047.085 542515.096,195047.003 542515.205,195046.766 542515.416,195046.491 542515.575,195046.189 542515.672,195045.873 542515.705,195045.557 542515.669,195045.256 542515.568,195044.983 542515.406,195037.568 542510.239,195036.032 542509.163,195035.805 542508.949,195035.621 542508.696,195035.489 542508.414,195035.41 542508.112,195035.39 542507.8,195035.44 542507.485,195035.553 542507.188,195035.726 542506.919,195035.95 542506.693,195036.216 542506.517,195036.513 542506.415,195036.825 542506.375,195037.138 542506.397,195037.441 542506.48,195037.721 542506.622,195041.842 542509.529,195046.756 542512.98,195047.003 542513.183,195047.2 542513.435,195047.337 542513.725,195047.407 542514.037,195047.406 542514.357,195047.33 542514.665,195047.194 542514.952,195047.085 542515.096),(195036.173 542508.972,195037.709 542510.048,195045.122 542515.214,195045.352 542515.351,195045.606 542515.437,195045.872 542515.467,195046.139 542515.44,195046.394 542515.358,195046.627 542515.223,195046.828 542515.045,195046.99 542514.83,195047.106 542514.588,195047.171 542514.327,195047.171 542514.059,195047.111 542513.798,195046.996 542513.557,195046.831 542513.346,195046.623 542513.177,195041.705 542509.723,195037.589 542506.819,195037.352 542506.7,195037.097 542506.631,195036.833 542506.612,195036.571 542506.646,195036.32 542506.73,195036.097 542506.879,195035.91 542507.07,195035.765 542507.295,195035.669 542507.546,195035.627 542507.81,195035.645 542508.075,195035.712 542508.333,195035.825 542508.573,195035.98 542508.789,195036.173 542508.972)))",,,,,,,P0021.ad353dd6dc354bb8b0139bf3fe87eb28,,,,,,,,,,,,,,,,,,,d439d312aa3b7cc486de4f40536272fb,,263,N351,"buiten bebouwde kom","26,3",,,,midden,,,,263,7.28,,,,20240226123006,,,P0021,,0,bestaand,,verkeerseiland,"open verharding",,,0,,"beton element",,,,,,,,,,,,,,,,ondersteunendwegdeel,,,,,,,2019-09-20,,NL.IMGEO,Verhardingsobject,Verhardingsobject,Elementenverharding,Betonelement,,Wegondersteuning,,,"verkeerseiland of middengeleider","niet van toepassing",,,,,elementenverharding,betonelementen,,,,,7.28
